"model" "obs" "month" "day" "year" "wy" "wyd"
0.229879666666667 0.33586784 6 28 1966 1966 270
0.224353333333333 0.3298702 6 29 1966 1966 271
0.219033666666667 0.31787492 6 30 1966 1966 272
0.213905 0.31187728 7 1 1966 1966 273
0.208967333333333 0.30587964 7 2 1966 1966 274
0.204203666666667 0.30587964 7 3 1966 1966 275
0.199609 0.30288082 7 4 1966 1966 276
0.195162333333333 0.299882 7 5 1966 1966 277
0.190874333333333 0.29688318 7 6 1966 1966 278
0.18673 0.29688318 7 7 1966 1966 279
0.182737 0.29688318 7 8 1966 1966 280
0.17888 0.29388436 7 9 1966 1966 281
0.175171333333333 0.29088554 7 10 1966 1966 282
0.171591333333333 0.28188908 7 11 1966 1966 283
0.168148666666667 0.27589144 7 12 1966 1966 284
0.164830333333333 0.26389616 7 13 1966 1966 285
0.161635666666667 0.25789852 7 14 1966 1966 286
0.158537333333333 0.25190088 7 15 1966 1966 287
0.155539333333333 0.24890206 7 16 1966 1966 288
0.152631 0.24290442 7 17 1966 1966 289
0.149830333333333 0.2399056 7 18 1966 1966 290
0.147124333333333 0.23690678 7 19 1966 1966 291
0.144506666666667 0.23690678 7 20 1966 1966 292
0.141984666666667 0.23390796 7 21 1966 1966 293
0.139545 0.22791032 7 22 1966 1966 294
0.137197333333333 0.22191268 7 23 1966 1966 295
0.134913 0.21291622 7 24 1966 1966 296
0.132713 0.2099174 7 25 1966 1966 297
0.130587 0.20691858 7 26 1966 1966 298
0.128542 0.20691858 7 27 1966 1966 299
0.126561 0.20691858 7 28 1966 1966 300
0.124651333333333 0.20691858 7 29 1966 1966 301
0.122826 0.21891386 7 30 1966 1966 302
0.126020333333333 0.32387256 7 31 1966 1966 303
0.129128666666667 0.35685958 8 1 1966 1966 304
0.283897 0.35386076 8 2 1966 1966 305
0.427990333333333 0.24890206 8 3 1966 1966 306
0.566711 0.21591504 8 4 1966 1966 307
0.548512 0.20391976 8 5 1966 1966 308
0.530973666666667 0.19792212 8 6 1966 1966 309
0.514078 0.19192448 8 7 1966 1966 310
0.497790333333333 0.18892566 8 8 1966 1966 311
0.482104 0.18892566 8 9 1966 1966 312
0.466992333333333 0.18892566 8 10 1966 1966 313
0.452430333333333 0.18892566 8 11 1966 1966 314
0.438407666666667 0.18892566 8 12 1966 1966 315
0.424880333333333 0.18892566 8 13 1966 1966 316
0.411861666666667 0.18592684 8 14 1966 1966 317
0.399307333333333 0.18592684 8 15 1966 1966 318
0.387226 0.18592684 8 16 1966 1966 319
0.375567 0.18892566 8 17 1966 1966 320
0.364344666666667 0.18892566 8 18 1966 1966 321
0.353517333333333 0.18892566 8 19 1966 1966 322
0.343098666666667 0.18892566 8 20 1966 1966 323
0.333038333333333 0.18892566 8 21 1966 1966 324
0.323362333333333 0.18892566 8 22 1966 1966 325
0.314022666666667 0.18592684 8 23 1966 1966 326
0.305041 0.18292802 8 24 1966 1966 327
0.296367333333333 0.1799292 8 25 1966 1966 328
0.288025666666667 0.1799292 8 26 1966 1966 329
0.27998 0.1799292 8 27 1966 1966 330
0.272237666666667 0.1799292 8 28 1966 1966 331
0.264780666666667 0.18292802 8 29 1966 1966 332
0.257595666666667 0.18592684 8 30 1966 1966 333
0.250681333333333 0.18592684 8 31 1966 1966 334
0.244 0.18292802 9 1 1966 1966 335
0.237558666666667 0.1799292 9 2 1966 1966 336
0.231339 0.17693038 9 3 1966 1966 337
0.225347666666667 0.17693038 9 4 1966 1966 338
0.219567 0.17693038 9 5 1966 1966 339
0.213995666666667 0.1799292 9 6 1966 1966 340
0.208629 0.1799292 9 7 1966 1966 341
0.20346 0.1799292 9 8 1966 1966 342
0.198481333333333 0.1799292 9 9 1966 1966 343
0.193672333333333 0.1799292 9 10 1966 1966 344
0.189059 0.18892566 9 11 1966 1966 345
0.184608666666667 0.2099174 9 12 1966 1966 346
0.180340333333333 0.23090914 9 13 1966 1966 347
0.176222 0.24590324 9 14 1966 1966 348
0.172260666666667 0.24590324 9 15 1966 1966 349
0.168419333333333 0.24590324 9 16 1966 1966 350
0.164704333333333 0.25789852 9 17 1966 1966 351
0.169795 0.27589144 9 18 1966 1966 352
0.179697 0.2848879 9 19 1966 1966 353
0.191522333333333 0.27289262 9 20 1966 1966 354
0.194221333333333 0.25789852 9 21 1966 1966 355
0.191816333333333 0.25190088 9 22 1966 1966 356
0.187184666666667 0.24890206 9 23 1966 1966 357
0.182726333333333 0.24590324 9 24 1966 1966 358
0.178424 0.24590324 9 25 1966 1966 359
0.174276 0.24890206 9 26 1966 1966 360
0.170272 0.25190088 9 27 1966 1966 361
0.166411 0.25190088 9 28 1966 1966 362
0.162695333333333 0.25190088 9 29 1966 1966 363
0.15911 0.25190088 9 30 1966 1966 364
0.155649333333333 0.25190088 10 1 1966 1967 1
0.152314333333333 0.25190088 10 2 1966 1967 2
0.149097666666667 0.25190088 10 3 1966 1967 3
0.146006666666667 0.25190088 10 4 1966 1967 4
0.143018333333333 0.25190088 10 5 1966 1967 5
0.140133333333333 0.25190088 10 6 1966 1967 6
0.137346 0.25190088 10 7 1966 1967 7
0.134662333333333 0.25190088 10 8 1966 1967 8
0.132074 0.25190088 10 9 1966 1967 9
0.129571333333333 0.25190088 10 10 1966 1967 10
0.127163 0.25190088 10 11 1966 1967 11
0.124841666666667 0.25789852 10 12 1966 1967 12
0.122631666666667 0.26389616 10 13 1966 1967 13
0.120507333333333 0.2698938 10 14 1966 1967 14
0.118483333333333 0.2698938 10 15 1966 1967 15
0.116518 0.2698938 10 16 1966 1967 16
0.114612666666667 0.2698938 10 17 1966 1967 17
0.112754333333333 0.2698938 10 18 1966 1967 18
0.110949 0.2698938 10 19 1966 1967 19
0.109734333333333 0.2698938 10 20 1966 1967 20
0.108567 0.2698938 10 21 1966 1967 21
0.107450666666667 0.2698938 10 22 1966 1967 22
0.105842 0.2698938 10 23 1966 1967 23
0.104279666666667 0.2698938 10 24 1966 1967 24
0.102752333333333 0.2698938 10 25 1966 1967 25
0.101283666666667 0.2698938 10 26 1966 1967 26
0.099873 0.2698938 10 27 1966 1967 27
0.0985203333333333 0.2698938 10 28 1966 1967 28
0.097201 0.2698938 10 29 1966 1967 29
0.095928 0.2698938 10 30 1966 1967 30
0.0947006666666667 0.2698938 10 31 1966 1967 31
0.0935063333333333 0.2698938 11 1 1966 1967 32
0.092354 0.2698938 11 2 1966 1967 33
0.09125 0.2698938 11 3 1966 1967 34
0.0901933333333333 0.2698938 11 4 1966 1967 35
0.0891886666666667 0.28188908 11 5 1966 1967 36
0.125255 0.30587964 11 6 1966 1967 37
0.161828 0.32387256 11 7 1966 1967 38
0.198313333333333 0.32087374 11 8 1966 1967 39
0.196421333333333 0.30887846 11 9 1966 1967 40
0.192757333333333 0.30887846 11 10 1966 1967 41
0.189076333333333 0.31187728 11 11 1966 1967 42
0.185511333333333 0.30887846 11 12 1966 1967 43
0.182067 0.30288082 11 13 1966 1967 44
0.178760666666667 0.38085014 11 14 1966 1967 45
0.223716 0.73171208 11 15 1966 1967 46
0.417263 0.81567904 11 16 1966 1967 47
0.613374333333333 0.77369556 11 17 1966 1967 48
0.754091666666667 0.49180648 11 18 1966 1967 49
0.753902333333333 0.72571444 11 19 1966 1967 50
0.919228 0.78269202 11 20 1966 1967 51
1.13338566666667 0.78868966 11 21 1966 1967 52
1.32533066666667 0.52179468 11 22 1966 1967 53
1.333837 0.4648171 11 23 1966 1967 54
1.28712166666667 0.42283362 11 24 1966 1967 55
1.24192 0.39584424 11 25 1966 1967 56
1.198383 0.38384896 11 26 1966 1967 57
1.15645266666667 0.76170028 11 27 1966 1967 58
1.11607266666667 1.23551384 11 28 1966 1967 59
1.09134433333333 1.38245602 11 29 1966 1967 60
1.067548 1.20252682 11 30 1966 1967 61
1.06119066666667 0.90264482 12 1 1966 1967 62
1.06933 0.92063774 12 2 1966 1967 63
1.08577766666667 0.81268022 12 3 1966 1967 64
1.085197 0.93263302 12 4 1966 1967 65
1.09622966666667 1.00160588 12 5 1966 1967 66
1.09854566666667 1.03159408 12 6 1966 1967 67
1.100631 0.8246755 12 7 1966 1967 68
1.06262233333333 0.65074394 12 8 1966 1967 69
1.025694 0.5847699 12 9 1966 1967 70
0.990123 0.54578524 12 10 1966 1967 71
0.955861666666666 0.52779232 12 11 1966 1967 72
0.922844666666667 0.5097994 12 12 1966 1967 73
0.892473666666667 0.4948053 12 13 1966 1967 74
0.863225 0.4798112 12 14 1966 1967 75
0.83507 0.4648171 12 15 1966 1967 76
0.806534 0.45282182 12 16 1966 1967 77
0.779046 0.44682418 12 17 1966 1967 78
0.752572666666667 0.4348289 12 18 1966 1967 79
0.727061666666667 0.42883126 12 19 1966 1967 80
0.702470666666667 0.4198348 12 20 1966 1967 81
0.678781666666667 0.41683598 12 21 1966 1967 82
0.655982333333333 0.40783952 12 22 1966 1967 83
0.634040666666667 0.40184188 12 23 1966 1967 84
0.612912666666667 0.3898466 12 24 1966 1967 85
0.592553666666667 0.38384896 12 25 1966 1967 86
0.572949333333333 0.36585604 12 26 1966 1967 87
0.554062666666667 0.34186548 12 27 1966 1967 88
0.535872666666667 0.33586784 12 28 1966 1967 89
0.518348333333333 0.34186548 12 29 1966 1967 90
0.501470666666667 0.3598584 12 30 1966 1967 91
0.48522 0.3598584 12 31 1966 1967 92
0.469571 0.34786312 1 1 1967 1967 92
0.454498 0.34786312 1 2 1967 1967 93
0.439973333333333 0.34786312 1 3 1967 1967 94
0.425975666666667 0.35685958 1 4 1967 1967 95
0.412499 0.3448643 1 5 1967 1967 96
0.399520666666667 0.33286902 1 6 1967 1967 97
0.387025 0.33286902 1 7 1967 1967 98
0.374981666666667 0.33886666 1 8 1967 1967 99
0.363376333333333 0.3448643 1 9 1967 1967 100
0.352204 0.3448643 1 10 1967 1967 101
0.341441666666667 0.34786312 1 11 1967 1967 102
0.331179 0.35086194 1 12 1967 1967 103
0.321289 0.35086194 1 13 1967 1967 104
0.311754 0.35386076 1 14 1967 1967 105
0.302443 0.35685958 1 15 1967 1967 106
0.293476666666667 0.35685958 1 16 1967 1967 107
0.284853666666667 0.35386076 1 17 1967 1967 108
0.276571 0.34786312 1 18 1967 1967 109
0.268595333333333 0.33886666 1 19 1967 1967 110
0.279157 0.43183008 1 20 1967 1967 111
0.296741666666667 0.49780412 1 21 1967 1967 112
0.313672 0.5397876 1 22 1967 1967 113
0.311723666666667 0.449823 1 23 1967 1967 114
0.302434666666667 0.4198348 1 24 1967 1967 115
0.293483 0.4798112 1 25 1967 1967 116
0.284862666666667 0.61175928 1 26 1967 1967 117
0.277767333333333 0.74370736 1 27 1967 1967 118
0.337803 1.16354216 1 28 1967 1967 119
0.478309333333333 1.36146428 1 29 1967 1967 120
0.623864 1.4394336 1 30 1967 1967 121
0.700562666666667 1.1095634 1 31 1967 1967 122
0.691764666666667 0.92663538 2 1 1967 1967 123
0.671864666666667 0.8096814 2 2 1967 1967 124
0.649331 0.73770972 2 3 1967 1967 125
0.627627333333333 0.69272742 2 4 1967 1967 126
0.606716 0.65674158 2 5 1967 1967 127
0.586578 0.63574984 2 6 1967 1967 128
0.567182 0.60876046 2 7 1967 1967 129
0.548504333333333 0.59676518 2 8 1967 1967 130
0.530493 0.5847699 2 9 1967 1967 131
0.513119666666667 0.57577344 2 10 1967 1967 132
0.496368666666667 0.58177108 2 11 1967 1967 133
0.480229 0.60876046 2 12 1967 1967 134
0.464698333333333 0.63574984 2 13 1967 1967 135
0.451241 0.62075574 2 14 1967 1967 136
0.438297333333333 0.59376636 2 15 1967 1967 137
0.425835 0.56677698 2 16 1967 1967 138
0.412333666666667 0.57577344 2 17 1967 1967 139
0.399326666666667 0.56677698 2 18 1967 1967 140
0.386797666666667 0.56077934 2 19 1967 1967 141
0.374738 0.5397876 2 20 1967 1967 142
0.363124666666667 0.52779232 2 21 1967 1967 143
0.351928 0.52179468 2 22 1967 1967 144
0.341132 0.52179468 2 23 1967 1967 145
0.330707333333333 0.52179468 2 24 1967 1967 146
0.320674333333333 0.51579704 2 25 1967 1967 147
0.311008333333333 0.5097994 2 26 1967 1967 148
0.301696666666667 0.51579704 2 27 1967 1967 149
0.292710333333333 0.53378996 2 28 1967 1967 150
0.284040333333333 0.56077934 3 1 1967 1967 151
0.275686333333333 0.57577344 3 2 1967 1967 152
0.273378 0.57577344 3 3 1967 1967 153
0.271181666666667 0.56077934 3 4 1967 1967 154
0.269088333333333 0.5397876 3 5 1967 1967 155
0.261330666666667 0.53378996 3 6 1967 1967 156
0.253837333333333 0.5397876 3 7 1967 1967 157
0.246599 0.56077934 3 8 1967 1967 158
0.239620333333333 0.57577344 3 9 1967 1967 159
0.239449333333333 0.5697758 3 10 1967 1967 160
0.239300666666667 0.54878406 3 11 1967 1967 161
0.239178 0.58177108 3 12 1967 1967 162
0.232513 0.60276282 3 13 1967 1967 163
0.226094 0.60876046 3 14 1967 1967 164
0.219931 0.98061414 3 15 1967 1967 165
0.222790666666667 2.2791032 3 16 1967 1967 166
0.236759666666667 3.148761 3 17 1967 1967 167
0.250187666666667 3.298702 3 18 1967 1967 168
0.254312333333333 2.3690678 3 19 1967 1967 169
0.247052 1.8892566 3 20 1967 1967 170
0.240375333333333 1.6793392 3 21 1967 1967 171
0.234025333333333 1.5893746 3 22 1967 1967 172
0.248972666666667 1.4694218 3 23 1967 1967 173
0.263051 1.3194808 3 24 1967 1967 174
0.276541 1.2295162 3 25 1967 1967 175
0.268853666666667 1.1395516 3 26 1967 1967 176
0.26154 1.1095634 3 27 1967 1967 177
0.270118333333333 1.049587 3 28 1967 1967 178
0.278014666666667 1.0195988 3 29 1967 1967 179
0.285531666666667 0.9596224 3 30 1967 1967 180
0.277161333333333 0.92063774 3 31 1967 1967 181
0.269101 0.86366016 4 1 1967 1967 182
0.261333 0.83067314 4 2 1967 1967 183
0.253848333333333 0.80668258 4 3 1967 1967 184
0.246639 0.77669438 4 4 1967 1967 185
0.239703666666667 0.74670618 4 5 1967 1967 186
0.233141333333333 0.71671798 4 6 1967 1967 187
0.226939333333333 0.71072034 4 7 1967 1967 188
0.220955 0.71671798 4 8 1967 1967 189
0.215064333333333 0.73171208 4 9 1967 1967 190
0.210202666666667 0.72271562 4 10 1967 1967 191
0.205524 0.70772152 4 11 1967 1967 192
0.201012 0.68373096 4 12 1967 1967 193
0.195773666666667 0.69272742 4 13 1967 1967 194
